s;w
2995;159
2996;207
2997;198
2998;162
2999;216
3000;206
3001;179
3002;200
3003;184
3004;178
3005;184
3006;165
3007;182
3008;182
3009;186
3010;181
3011;181
3012;165
3013;165
3014;197
3015;197
3016;172
3017;182
3018;176
3019;180
3020;188
3021;180
3022;180
3023;185
3024;166
3025;166
3026;163
3027;172
3028;166
3029;197
3030;180
3031;198
3032;162
3033;222
3034;151
3035;151
3036;182
3037;167
3038;175
3039;175
3040;169
3041;188
3042;188
3043;158
3044;207
3045;167
3046;197
3047;156
3048;243
3049;134
3050;193
3051;178
3052;163
3053;233
3054;156
3055;144
3056;206
3057;128
3058;192
3059;154
3060;148
3061;194
3062;168
3063;172
3064;172
3065;161
3066;156
3067;176
3068;130
3069;178
3070;192
3071;153
3072;153
3073;190
3074;162
3075;203
3076;155
3077;174
3078;174
3079;212
3080;195
3081;204
3082;163
3083;157
3084;164
3085;189
3086;166
3087;197
3088;212
3089;179
3090;200
3091;225
3092;130
3093;160
3094;162
3095;170
3096;198
3097;198
3098;212
3099;212
3100;150
3101;187
3102;167
3103;138
3104;215
3105;199
3106;204
3107;147
3108;202
3109;168
3110;230
3111;168
3112;216
3113;171
3114;126
3115;181
3116;201
3117;187
3118;143
3119;217
3120;155
3121;141
3122;166
3123;174
3124;201
3125;167
3126;156
3127;171
3128;183
3129;143
3130;163
3131;151
3132;138
3133;168
3134;179
3135;179
3136;151
3137;159
3138;149
3139;136
3140;191
3141;151
3142;181
3143;150
3144;185
3145;133
3146;174
3147;183
3148;160
3149;192
3150;139
3151;181
3152;147
3153;185
3154;158
3155;189
3156;197
3157;180
3158;180
3159;140
3160;219
3161;214
3162;181
3163;160
3164;185
3165;131
3166;156
3167;236
3168;165
3169;196
3170;188
3171;172
3172;166
3173;166
3174;200
3175;170
3176;230
3177;159
3178;162
3179;221
3180;184
3181;177
3182;187
3183;185
3184;140
3185;225
3186;131
3187;222
3188;122
3189;153
3190;214
3191;146
3192;173
3193;243
3194;165
3195;151
3196;229
3197;174
3198;168
3199;168
3200;172
3201;149
3202;149
3203;214
3204;214
3205;181
3206;175
3207;206
3208;166
3209;178
3210;172
3211;185
3212;167
3213;208
3214;191
3215;165
3216;118
3217;220
3218;165
3219;133
3220;204
3221;145
3222;199
3223;144
3224;113
3225;183
3226;124
3227;147
3228;176
3229;142
3230;142
3231;179
3232;157
3233;141
3234;168
3235;176
3236;188
3237;187
3238;187
3239;184
3240;153
3241;171
3242;160
3243;166
3244;141
3245;179
3246;166
3247;176
3248;176
3249;137
3250;179
3251;142
3252;231
3253;138
3254;113
3255;163
3256;207
3257;145
3258;135
3259;145
3260;170
3261;132
3262;196
3263;114
3264;96
3265;154
3266;221
3267;143
3268;122
3269;130
3270;118
3271;123
3272;160
3273;68
3274;25
3275;85
3276;137
3277;75
3278;73
3279;28
3280;7
3281;3
3282;0
3283;0
3284;0
3285;0
3286;0
3287;0
3288;0
3289;0
3290;0
3291;0
3292;0
3293;0
3294;0
3295;0
3296;0
3297;0
3298;0
3299;0
3300;0
3301;0
3302;0
3303;0
3304;0
3305;0
3306;0
3307;0
3308;0
3309;0
3310;0
3311;0
3312;0
3313;0
3314;0
3315;84
3316;115
3317;101
3318;101
3319;67
3320;36
3321;6
3322;33
3323;113
3324;113
3325;191
3326;74
3327;46
3328;46
3329;38
3330;46
3331;5
3332;19
3333;35
3334;91
3335;97
3336;145
3337;135
3338;110
3339;109
3340;166
3341;142
3342;128
3343;173
3344;143
3345;135
3346;155
3347;133
3348;138
3349;152
3350;142
3351;165
3352;152
3353;178
3354;171
3355;172
3356;174
3357;178
3358;222
3359;209
3360;208
3361;204
3362;181
3363;221
3364;192
3365;257
3366;264
3367;201
3368;161
3369;157
3370;119
3371;203
3372;205
3373;141
3374;185
3375;186
3376;169
3377;165
3378;66
3379;134
3380;134
3381;172
3382;170
3383;245
3384;173
3385;209
3386;137
3387;113
3388;180
3389;198
3390;155
3391;134
3392;119
3393;128
3394;136
3395;120
3396;107
3397;94
3398;115
3399;106
3400;159
3401;162
3402;127
3403;124
3404;186
3405;156
3406;220
3407;155
3408;114
3409;185
3410;155
3411;134
3412;138
3413;138
3414;125
3415;169
3416;129
3417;134
3418;178
3419;172
3420;172
3421;139
3422;147
3423;118
3424;139
3425;141
3426;172
3427;168
3428;125
3429;161
3430;159
3431;153
3432;153
3433;159
3434;132
3435;157
3436;162
3437;186
3438;161
3439;161
3440;174
3441;130
3442;81
3443;146
3444;170
3445;191
3446;119
3447;137
3448;135
3449;154
3450;154
3451;150
3452;145
3453;124
3454;104
3455;135
3456;116
3457;180
3458;172
3459;187
3460;171
3461;170
3462;170
3463;200
3464;168
3465;224
3466;203
3467;203
3468;170
3469;232
3470;183
3471;162
3472;193
3473;166
3474;167
3475;180
3476;186
3477;186
3478;206
3479;139
3480;139
3481;119
3482;196
3483;153
3484;154
3485;106
3486;85
3487;127
3488;87
3489;84
3490;33
3491;17
3492;5
3493;0
3494;0
3495;0
3496;0
3497;1
3498;78
3499;188
3500;195
3501;140
3502;51
3503;95
3504;100
3505;209
3506;164
3507;161
3508;195
3509;157
3510;209
3511;239
3512;275
3513;224
3514;194
3515;212
3516;116
3517;86
3518;91
3519;191
3520;57
3521;128
3522;167
3523;142
3524;145
3525;196
3526;111
3527;107
3528;117
3529;150
3530;181
3531;160
3532;145
3533;137
3534;152
3535;139
3536;146
3537;163
3538;171
3539;142
3540;97
3541;80
3542;89
3543;125
3544;91
3545;112
3546;127
3547;146
3548;134
3549;121
3550;143
3551;145
3552;144
3553;140
3554;139
3555;134
3556;115
3557;127
3558;109
3559;139
3560;137
3561;146
3562;138
3563;110
3564;134
3565;122
3566;78
3567;90
3568;124
3569;122
3570;104
3571;95
3572;114
3573;158
3574;127
3575;170
3576;125
3577;135
3578;159
3579;145
3580;150
3581;132
3582;172
3583;127
3584;172
3585;189
3586;210
3587;125
3588;166
3589;139
3590;130
3591;146
3592;131
3593;123
3594;158
3595;113
3596;192
3597;192
3598;152
3599;184
3600;181
3601;164
3602;129
3603;143
3604;173
3605;163
3606;138
3607;177
3608;172
3609;153
3610;186
3611;144
3612;167
3613;220
3614;183
3615;137
3616;115
3617;209
3618;158
3619;129
3620;105
3621;213
3622;101
3623;132
3624;140
3625;181
3626;152
3627;215
3628;137
3629;179
3630;175
3631;131
3632;133
3633;176
3634;174
3635;221
3636;179
3637;211
3638;184
3639;171
3640;153
3641;190
3642;229
3643;119
3644;98
3645;62
3646;12
3647;0
3648;0
3649;0
3650;0
3651;0
3652;0
3653;0
3654;0
3655;4
3656;66
3657;66
3658;128
3659;128
3660;175
3661;175
3662;182
3663;183
3664;139
3665;196
3666;225
3667;190
3668;162
3669;181
3670;240
3671;152
3672;161
3673;186
3674;218
3675;215
3676;159
3677;123
3678;94
3679;160
3680;154
3681;123
3682;207
3683;207
3684;162
3685;195
3686;110
3687;144
3688;144
3689;145
3690;145
3691;126
3692;185
3693;132
3694;122
3695;175
3696;119
3697;212
3698;133
3699;116
3700;108
3701;175
3702;185
3703;182
3704;146
3705;145
3706;168
3707;171
3708;158
3709;133
3710;175
3711;167
3712;171
3713;140
3714;161
3715;135
3716;169
3717;130
3718;138
3719;184
3720;138
3721;136
3722;120
3723;171
3724;176
3725;194
3726;138
3727;164
3728;164
3729;143
3730;133
3731;103
3732;191
3733;169
3734;210
3735;146
3736;206
3737;236
3738;128
3739;84
3740;150
3741;150
3742;122
3743;237
3744;235
3745;143
3746;201
3747;157
3748;135
3749;128
3750;187
3751;130
3752;179
3753;127
3754;125
3755;187
3756;127
3757;96
3758;136
3759;165
3760;140
3761;192
3762;128
3763;111
3764;203
3765;152
3766;119
3767;126
3768;115
3769;169
3770;153
3771;153
3772;115
3773;146
3774;106
3775;183
3776;132
3777;179
3778;123
3779;111
3780;186
3781;114
3782;116
3783;186
3784;123
3785;121
3786;177
3787;144
3788;111
3789;187
3790;161
3791;125
3792;157
3793;179
3794;179
3795;167
3796;127
3797;158
3798;150
3799;162
3800;153
3801;106
3802;161
3803;164
3804;149
3805;135
3806;197
3807;214
3808;180
3809;148
3810;161
3811;148
3812;174
3813;152
3814;142
3815;165
3816;165
3817;152
3818;171
3819;196
3820;132
3821;149
3822;135
3823;164
3824;129
3825;173
3826;134
3827;137
3828;186
3829;143
3830;128
3831;134
3832;137
3833;174
3834;123
3835;131
3836;132
3837;117
3838;174
3839;138
3840;133
3841;145
3842;125
3843;125
3844;125
3845;145
3846;154
3847;137
3848;148
3849;148
3850;181
3851;158
3852;189
3853;189
3854;135
3855;122
3856;122
3857;157
3858;109
3859;216
3860;132
3861;171
3862;171
3863;164
3864;151
3865;178
3866;101
3867;101
3868;120
3869;120
3870;205
3871;184
3872;126
3873;196
3874;124
3875;166
3876;166
3877;189
3878;143
3879;154
3880;197
3881;141
3882;179
3883;170
3884;169
3885;239
3886;159
3887;189
3888;163
3889;175
3890;226
3891;160
3892;158
3893;223
3894;142
3895;137
3896;197
3897;155
3898;173
3899;178
3900;150
3901;219
3902;129
3903;154
3904;211
3905;171
3906;136
3907;201
3908;201
3909;137
3910;155
3911;139
3912;149
3913;149
3914;127
3915;164
3916;195
3917;132
3918;167
3919;137
3920;133
3921;166
3922;133
3923;94
3924;159
3925;162
3926;112
3927;184
3928;136
3929;165
3930;162
3931;133
3932;124
3933;194
3934;145
3935;203
3936;158
3937;142
3938;135
3939;156
3940;118
3941;144
3942;156
3943;161
3944;136
3945;136
3946;155
3947;157
3948;167
3949;154
3950;168
3951;153
3952;168
3953;142
3954;128
3955;151
3956;177
3957;138
3958;135
3959;128
3960;159
3961;157
3962;155
3963;139
3964;166
3965;154
3966;141
3967;133
3968;160
3969;146
3970;146
3971;140
3972;155
3973;182
3974;144
3975;118
3976;186
3977;159
3978;129
3979;146
3980;188
3981;151
3982;154
3983;154
3984;155
3985;149
3986;172
3987;142
3988;142
3989;178
3990;147
3991;142
3992;140
3993;155
3994;178
3995;128
3996;150
3997;128
3998;159
3999;151
4000;161
4001;141
4002;128
4003;166
4004;162
4005;136
4006;156
4007;180
4008;164
4009;190
4010;190
4011;129
4012;167
4013;167
4014;165
4015;198
4016;166
4017;198
4018;126
4019;169
4020;168
4021;125
4022;130
4023;175
4024;221
4025;150
4026;162
4027;156
4028;190
4029;190
4030;178
4031;214
4032;118
4033;113
4034;104
4035;133
4036;170
4037;150
4038;156
4039;162
4040;185
4041;146
4042;146
4043;141
4044;157
4045;178
4046;178
4047;142
4048;184
4049;154
4050;145
4051;162
4052;155
4053;190
4054;156
4055;146
4056;178
4057;135
4058;156
4059;152
4060;189
4061;160
4062;138
4063;126
4064;173
4065;106
4066;110
4067;161
4068;154
4069;160
4070;145
4071;140
4072;164
4073;138
4074;133
4075;229
4076;144
4077;181
4078;124
4079;136
4080;161
4081;209
4082;170
4083;208
4084;226
4085;218
4086;151
4087;140
4088;219
4089;133
4090;189
4091;176
4092;165
4093;170
4094;159
4095;170
4096;148
4097;159
4098;128
4099;212
4100;138
4101;147
4102;188
4103;151
4104;151
4105;178
4106;165
4107;165
4108;140
4109;140
4110;170
4111;170
4112;190
4113;161
4114;144
4115;175
4116;120
4117;102
4118;91
4119;105
4120;199
4121;154
4122;146
4123;209
4124;161
4125;173
4126;136
4127;128
4128;187
4129;140
4130;152
4131;172
4132;172
4133;150
4134;128
4135;177
4136;150
4137;117
4138;125
4139;186
4140;141
4141;141
4142;186
4143;132
4144;130
4145;114
4146;141
4147;171
4148;189
4149;141
4150;144
4151;127
4152;167
4153;133
4154;156
4155;169
4156;169
4157;160
4158;161
4159;173
4160;166
4161;192
4162;173
4163;209
4164;140
4165;209
4166;165
4167;144
4168;138
4169;155
4170;169
4171;79
4172;167
4173;164
4174;131
4175;214
4176;134
4177;145
4178;162
4179;141
4180;127
4181;158
4182;158
4183;146
4184;148
4185;154
4186;154
4187;146
4188;170
4189;170
4190;162
4191;171
4192;187
4193;139
4194;181
4195;171
4196;161
4197;173
4198;143
4199;154
4200;140
4201;187
4202;122
4203;230
4204;139
4205;126
4206;229
4207;164
4208;167
4209;211
4210;143
4211;143
4212;208
4213;156
4214;166
4215;138
4216;133
4217;133
4218;142
4219;185
4220;153
4221;117
4222;156
4223;157
4224;160
4225;134
4226;134
4227;203
4228;124
4229;165
4230;165
4231;113
4232;194
4233;132
4234;136
4235;190
4236;190
4237;170
4238;184
4239;146
4240;181
4241;141
4242;178
4243;183
4244;144
4245;188
4246;178
4247;141
4248;165
4249;185
4250;193
4251;191
4252;158
4253;169
4254;194
4255;199
4256;161
4257;148
4258;142
4259;180
4260;124
4261;148
4262;133
4263;133
4264;164
4265;146
4266;143
4267;161
4268;136
4269;166
4270;166
4271;150
4272;137
4273;150
4274;151
4275;139
4276;152
4277;144
4278;168
4279;168
4280;150
4281;164
4282;135
4283;135
4284;196
4285;151
4286;123
4287;154
4288;106
4289;170
4290;145
4291;129
4292;114
4293;147
4294;152
4295;166
4296;148
4297;172
4298;202
4299;155
4300;195
4301;152
4302;152
4303;152
4304;133
4305;171
4306;139
4307;182
4308;160
4309;164
4310;166
4311;171
4312;158
4313;170
4314;170
4315;224
4316;157
4317;148
4318;154
4319;170
4320;170
4321;179
4322;179
4323;177
4324;192
4325;175
4326;176
4327;202
4328;139
4329;157
4330;175
4331;142
4332;215
4333;118
4334;129
4335;147
4336;144
4337;209
4338;149
4339;191
4340;172
4341;127
4342;195
4343;151
4344;134
4345;186
4346;144
4347;170
4348;158
4349;178
4350;144
4351;150
4352;180
4353;132
4354;167
4355;149
4356;136
4357;139
4358;140
4359;130
4360;130
4361;159
4362;198
4363;137
4364;141
4365;123
4366;126
4367;172
4368;175
4369;140
4370;135
4371;134
4372;138
4373;145
4374;139
4375;140
4376;170
4377;134
4378;158
4379;154
4380;130
4381;181
4382;150
4383;140
4384;124
4385;159
4386;197
4387;141
4388;149
4389;143
4390;189
4391;104
4392;121
4393;145
4394;158
4395;189
4396;198
4397;198
4398;136
4399;146
4400;162
4401;97
4402;96
4403;120
4404;149
4405;130
4406;117
4407;133
4408;125
4409;134
4410;123
4411;122
4412;142
4413;141
4414;162
4415;162
4416;152
4417;143
4418;177
4419;149
4420;128
4421;141
4422;133
4423;159
4424;144
4425;192
4426;129
4427;154
4428;154
4429;175
4430;175
4431;171
4432;176
4433;226
4434;206
4435;178
4436;153
4437;128
4438;189
4439;171
4440;197
4441;161
4442;120
4443;212
4444;141
4445;196
4446;122
4447;136
4448;133
4449;123
4450;149
4451;128
4452;81
4453;25
4454;6
4455;0
4456;0
4457;0
4458;0
4459;0
4460;0
4461;0
4462;0
4463;0
4464;0
4465;0
4466;0
4467;0
4468;0
4469;0
4470;0
4471;0
4472;0
4473;0
4474;0
4475;0
4476;0
4477;0
4478;0
4479;0
4480;0
4481;49
4482;116
4483;116
4484;265
4485;299
4486;269
4487;150
4488;167
4489;159
4490;153
4491;166
4492;151
4493;207
4494;194
4495;173
4496;133
4497;176
4498;125
4499;138
4500;137
4501;184
4502;132
4503;105
4504;168
4505;224
4506;133
4507;244
4508;118
4509;118
4510;255
4511;154
4512;161
4513;169
4514;155
4515;198
4516;129
4517;123
4518;169
4519;129
4520;126
4521;118
4522;160
4523;167
4524;128
4525;158
4526;138
4527;177
4528;150
4529;149
4530;167
4531;126
4532;165
4533;102
4534;130
4535;130
4536;145
4537;130
4538;145
4539;108
4540;163
4541;107
4542;162
4543;169
4544;134
4545;122
4546;130
4547;130
4548;118
4549;120
4550;139
4551;155
4552;155
4553;161
4554;146
4555;141
4556;164
4557;137
4558;137
4559;196
4560;127
4561;155
4562;93
4563;105
4564;191
4565;103
4566;100
4567;130
4568;113
4569;113
4570;166
4571;115
4572;122
4573;147
4574;127
4575;128
4576;139
4577;117
4578;150
4579;119
4580;99
4581;113
4582;185
4583;137
4584;138
4585;151
4586;139
4587;148
4588;146
4589;143
4590;166
4591;130
4592;169
4593;164
4594;154
4595;154
4596;149
4597;147
4598;180
4599;168
4600;153
4601;169
4602;175
4603;161
4604;207
4605;176
4606;231
4607;195
4608;195
4609;155
4610;259
4611;217
4612;217
4613;133
4614;163
4615;144
4616;144
4617;126
4618;168
4619;194
4620;155
4621;155
4622;203
4623;158
4624;175
4625;138
4626;178
4627;153
4628;164
4629;177
4630;150
4631;136
4632;191
4633;144
4634;144
4635;101
4636;172
4637;157
4638;156
4639;168
4640;132
4641;157
4642;170
4643;167
4644;156
4645;147
4646;164
4647;128
4648;163
4649;184
4650;126
4651;131
4652;174
4653;139
4654;156
4655;206
4656;137
4657;135
4658;210
4659;154
4660;104
4661;193
4662;131
4663;87
4664;118
4665;149
4666;118
4667;141
