s;w
9793;130
9794;155
9795;139
9796;197
9797;141
9798;121
9799;148
9800;196
9801;132
9802;122
9803;125
9804;131
9805;162
9806;128
9807;142
9808;139
9809;142
9810;162
9811;147
9812;146
9813;117
9814;155
9815;167
9816;130
9817;138
9818;167
9819;155
9820;114
9821;198
9822;195
9823;248
9824;264
9825;265
9826;208
9827;188
9828;194
9829;222
9830;172
9831;223
9832;177
9833;223
9834;168
9835;264
9836;217
9837;167
9838;148
9839;172
9840;190
9841;190
9842;229
9843;276
9844;257
9845;290
9846;260
9847;245
9848;249
9849;244
9850;191
9851;254
9852;176
9853;208
9854;166
9855;133
9856;135
9857;169
9858;78
9859;112
9860;112
9861;65
9862;62
9863;64
9864;13
9865;12
9866;0
9867;0
9868;0
9869;0
9870;0
9871;4
9872;5
9873;3
9874;3
9875;51
9876;130
9877;189
9878;149
9879;159
9880;228
9881;265
9882;150
9883;136
9884;98
9885;84
9886;0
9887;0
9888;0
9889;0
9890;2
9891;68
9892;68
9893;207
9894;173
9895;173
9896;191
9897;166
9898;148
9899;169
9900;140
9901;210
9902;173
9903;192
9904;141
9905;142
9906;207
9907;192
9908;162
9909;152
9910;223
9911;148
9912;175
9913;233
9914;144
9915;135
9916;133
9917;185
9918;132
9919;175
9920;115
9921;150
9922;100
9923;115
9924;124
9925;163
9926;116
9927;169
9928;114
9929;123
9930;158
9931;112
9932;151
9933;124
9934;81
9935;122
9936;137
9937;172
9938;142
9939;183
9940;184
9941;150
9942;146
9943;121
9944;82
9945;115
9946;126
9947;177
9948;116
9949;118
9950;195
9951;138
9952;144
9953;144
9954;119
9955;98
9956;119
9957;182
9958;108
9959;107
9960;152
9961;146
9962;90
9963;185
9964;131
9965;112
9966;169
9967;128
9968;104
9969;161
9970;198
9971;160
9972;136
9973;110
9974;165
9975;187
9976;121
9977;132
9978;179
9979;144
9980;130
9981;135
9982;114
9983;161
9984;145
9985;135
9986;167
9987;125
9988;109
9989;117
9990;162
9991;146
9992;131
9993;192
9994;133
9995;144
9996;138
9997;114
9998;116
9999;171
10000;140
10001;145
10002;145
10003;127
10004;177
10005;118
10006;118
10007;151
10008;151
10009;170
10010;157
10011;153
10012;140
10013;181
10014;137
10015;152
10016;182
10017;134
10018;127
10019;145
10020;161
10021;118
10022;176
10023;154
10024;174
10025;156
10026;118
10027;103
10028;116
10029;126
10030;166
10031;189
10032;148
10033;142
10034;145
10035;145
10036;110
10037;147
10038;147
10039;153
10040;125
10041;151
10042;126
10043;150
10044;122
10045;141
10046;163
10047;120
10048;167
10049;128
10050;134
10051;147
10052;130
10053;126
10054;127
10055;148
10056;188
10057;154
10058;154
10059;154
10060;162
10061;152
10062;157
10063;169
10064;173
10065;152
10066;105
10067;92
10068;162
10069;138
10070;127
10071;139
10072;126
10073;188
10074;131
10075;139
10076;189
10077;144
10078;151
10079;148
10080;155
10081;149
10082;139
10083;158
10084;163
10085;167
10086;174
10087;141
10088;112
10089;192
10090;125
10091;161
10092;161
10093;116
10094;215
10095;142
10096;154
10097;179
10098;164
10099;200
10100;170
10101;157
10102;197
10103;151
10104;137
10105;216
10106;143
10107;122
10108;228
10109;160
10110;128
10111;134
10112;187
10113;148
10114;128
10115;169
10116;155
10117;96
10118;142
10119;155
10120;136
10121;206
10122;146
10123;151
10124;205
10125;144
10126;176
10127;221
10128;179
10129;131
10130;176
10131;176
10132;178
10133;110
10134;200
10135;118
10136;166
10137;133
10138;119
10139;128
10140;114
10141;194
10142;150
10143;116
10144;163
10145;178
10146;139
10147;204
10148;137
10149;110
10150;156
10151;146
10152;135
10153;113
10154;172
10155;151
10156;151
10157;155
10158;187
10159;125
10160;168
10161;168
10162;150
10163;137
10164;181
10165;181
10166;138
10167;140
10168;172
10169;172
10170;121
10171;159
10172;147
10173;130
10174;144
10175;167
10176;130
10177;136
10178;155
10179;177
10180;177
10181;143
10182;165
10183;162
10184;162
10185;182
10186;179
10187;163
10188;216
10189;175
10190;175
10191;206
10192;210
10193;166
10194;225
10195;203
10196;193
10197;202
10198;196
10199;180
10200;199
10201;182
10202;188
10203;172
10204;167
10205;167
10206;215
10207;168
10208;143
10209;194
10210;221
10211;145
10212;186
10213;183
10214;160
10215;125
10216;145
10217;164
10218;160
10219;235
10220;148
10221;237
10222;141
10223;138
10224;156
10225;156
10226;125
10227;156
10228;132
10229;153
10230;137
10231;142
10232;168
10233;147
10234;122
10235;173
10236;176
10237;160
10238;152
10239;160
10240;188
10241;181
10242;147
10243;158
10244;216
10245;223
10246;165
10247;187
10248;217
10249;157
10250;237
10251;176
10252;255
10253;220
10254;155
10255;166
10256;182
10257;199
10258;167
10259;189
10260;189
10261;192
10262;199
10263;152
10264;169
10265;162
10266;148
10267;162
10268;129
10269;150
10270;170
10271;147
10272;190
10273;142
10274;219
10275;140
10276;159
10277;228
10278;143
10279;189
10280;161
10281;161
10282;134
10283;180
10284;181
10285;128
10286;137
10287;164
10288;171
10289;122
10290;183
10291;135
10292;136
10293;174
10294;125
10295;169
10296;196
10297;157
10298;216
10299;158
10300;179
10301;234
10302;197
10303;141
10304;178
10305;107
10306;141
10307;184
10308;117
10309;188
10310;200
10311;127
10312;228
10313;155
10314;135
10315;128
10316;182
10317;163
10318;142
10319;162
10320;169
10321;159
10322;193
10323;191
10324;169
10325;169
10326;148
10327;143
10328;177
10329;208
10330;163
10331;187
10332;158
10333;115
10334;135
10335;179
10336;98
10337;148
10338;110
10339;85
10340;101
10341;207
10342;126
10343;93
10344;89
10345;131
10346;94
10347;72
10348;49
10349;34
10350;9
10351;15
10352;16
10353;36
10354;99
10355;178
10356;158
10357;69
10358;140
10359;211
10360;172
10361;204
10362;184
10363;149
10364;186
10365;205
10366;164
10367;164
10368;154
10369;181
10370;181
10371;146
10372;126
10373;158
10374;157
10375;195
10376;158
10377;165
10378;198
10379;163
10380;147
10381;187
10382;152
10383;142
10384;171
10385;176
10386;167
10387;173
10388;163
10389;156
10390;129
10391;182
10392;133
10393;141
10394;143
10395;156
10396;149
10397;149
10398;161
10399;135
10400;135
10401;153
10402;168
10403;176
10404;133
10405;203
10406;136
10407;168
10408;168
10409;122
10410;165
10411;164
10412;130
10413;107
10414;168
10415;123
10416;112
10417;151
10418;159
10419;112
10420;169
10421;167
10422;156
10423;164
10424;121
10425;192
10426;129
10427;141
10428;120
10429;127
10430;138
10431;136
10432;136
10433;112
10434;149
10435;153
10436;126
10437;111
10438;136
10439;125
10440;168
10441;170
10442;124
10443;176
10444;142
10445;211
10446;169
10447;134
10448;195
10449;137
10450;179
10451;120
10452;176
10453;154
10454;129
10455;157
10456;157
10457;134
10458;172
10459;145
10460;164
10461;203
10462;114
10463;175
10464;175
10465;117
10466;161
10467;139
10468;153
10469;189
10470;121
10471;180
10472;180
10473;155
10474;152
10475;154
10476;115
10477;153
10478;129
10479;129
10480;164
10481;148
10482;116
10483;124
10484;151
10485;134
10486;126
10487;163
10488;124
10489;147
10490;165
10491;124
10492;177
10493;96
10494;160
10495;124
10496;92
10497;196
10498;132
10499;172
10500;200
10501;142
10502;184
10503;120
10504;107
10505;212
10506;133
10507;168
10508;144
10509;133
10510;127
10511;134
10512;108
10513;195
10514;140
10515;125
10516;192
10517;118
10518;118
10519;120
10520;166
10521;129
10522;199
10523;166
10524;153
10525;140
10526;105
10527;178
10528;138
10529;126
10530;171
10531;191
10532;172
10533;203
10534;184
10535;184
10536;281
10537;250
10538;270
10539;308
10540;292
10541;301
10542;275
10543;273
10544;270
10545;291
10546;58
10547;58
10548;0
10549;0
10550;0
10551;0
10552;0
10553;0
10554;0
10555;0
10556;0
10557;9
10558;132
10559;132
10560;209
10561;349
10562;384
10563;346
10564;211
10565;264
10566;201
10567;230
10568;261
10569;219
10570;259
10571;259
10572;259
10573;233
10574;271
10575;198
10576;166
10577;234
10578;187
10579;162
10580;191
10581;191
10582;136
10583;199
10584;130
10585;109
10586;192
10587;192
10588;176
10589;175
10590;175
10591;133
10592;219
10593;155
10594;113
10595;175
10596;210
10597;164
10598;129
10599;224
10600;177
10601;190
10602;166
10603;130
10604;171
10605;121
10606;174
10607;193
10608;124
10609;141
10610;157
10611;151
10612;198
10613;179
10614;179
10615;267
10616;235
10617;193
10618;179
10619;188
10620;141
10621;183
10622;160
10623;207
10624;170
10625;142
10626;139
10627;136
10628;136
10629;142
10630;161
10631;157
10632;156
10633;156
10634;138
10635;120
10636;166
10637;144
10638;143
10639;149
10640;149
10641;162
10642;148
10643;151
10644;179
10645;169
10646;169
10647;167
10648;180
10649;158
10650;137
10651;133
10652;150
10653;111
10654;161
10655;150
10656;197
10657;169
10658;180
10659;187
10660;150
10661;175
10662;186
10663;181
10664;181
10665;160
10666;208
10667;159
10668;203
10669;209
10670;162
10671;124
10672;202
10673;188
10674;166
10675;242
10676;157
10677;174
10678;134
10679;151
10680;189
10681;193
10682;151
10683;143
10684;134
10685;224
10686;174
10687;150
10688;204
10689;157
10690;167
10691;142
10692;196
10693;160
10694;130
10695;148
10696;122
10697;117
10698;181
10699;191
10700;131
10701;131
10702;180
10703;172
10704;183
10705;166
10706;119
10707;169
10708;168
10709;158
10710;148
10711;163
10712;147
10713;185
10714;154
10715;162
10716;176
10717;150
10718;158
10719;176
10720;148
10721;163
10722;161
10723;162
10724;163
10725;154
10726;163
10727;166
10728;145
10729;155
10730;169
10731;202
10732;185
10733;159
10734;159
10735;158
10736;159
10737;151
10738;181
10739;182
10740;148
10741;135
10742;172
10743;121
10744;169
10745;147
10746;160
10747;144
10748;136
10749;151
10750;156
10751;165
10752;131
10753;165
10754;152
10755;163
10756;161
10757;165
10758;157
10759;155
10760;152
10761;193
10762;181
10763;177
10764;146
10765;180
10766;166
10767;149
10768;150
10769;209
10770;168
10771;157
10772;151
10773;177
10774;136
10775;150
10776;158
10777;155
10778;177
10779;183
10780;201
10781;163
10782;211
10783;193
10784;177
10785;171
10786;197
10787;164
10788;182
10789;177
10790;238
10791;194
10792;244
10793;189
10794;205
10795;207
10796;143
10797;179
10798;199
10799;180
10800;163
10801;158
10802;195
10803;192
10804;163
10805;207
10806;210
10807;179
10808;149
10809;178
10810;231
10811;175
10812;222
10813;167
10814;164
10815;238
10816;182
10817;139
10818;213
10819;144
10820;176
10821;164
10822;155
10823;175
10824;172
10825;210
10826;173
10827;186
10828;131
10829;206
10830;137
10831;130
10832;182
10833;150
10834;167
10835;199
10836;156
10837;121
10838;216
10839;140
10840;142
10841;147
10842;171
10843;157
10844;151
10845;151
10846;232
10847;150
10848;127
10849;194
10850;127
10851;127
10852;176
10853;187
10854;163
10855;137
10856;152
10857;163
10858;149
10859;238
10860;179
10861;143
10862;206
10863;198
10864;191
10865;217
10866;233
10867;168
10868;209
10869;180
10870;180
10871;206
10872;168
10873;249
10874;185
10875;202
10876;163
10877;163
10878;158
10879;168
10880;125
10881;203
10882;182
10883;185
10884;149
10885;139
10886;159
10887;162
10888;155
10889;164
10890;234
10891;184
10892;184
10893;224
10894;141
10895;121
10896;120
10897;212
10898;198
10899;169
10900;146
10901;208
10902;130
10903;97
10904;145
10905;104
10906;88
10907;138
10908;156
10909;127
10910;116
10911;145
10912;145
10913;116
10914;107
10915;171
10916;136
10917;187
10918;139
10919;162
10920;138
10921;158
10922;158
10923;117
10924;107
10925;117
10926;109
10927;140
10928;148
10929;148
10930;146
10931;154
10932;163
10933;163
10934;149
10935;172
10936;259
10937;223
10938;165
10939;145
10940;181
10941;147
10942;197
10943;170
10944;145
10945;182
10946;161
10947;225
10948;205
10949;144
10950;114
10951;211
10952;145
10953;106
10954;158
10955;108
10956;89
10957;180
10958;95
10959;110
10960;167
10961;129
10962;131
10963;178
10964;117
10965;100
10966;106
10967;120
10968;164
10969;89
10970;75
10971;89
10972;152
10973;138
10974;138
10975;117
10976;198
10977;172
10978;152
10979;165
10980;189
10981;145
10982;184
10983;173
10984;133
10985;172
10986;143
10987;130
10988;119
10989;143
10990;139
10991;144
10992;200
10993;121
10994;101
10995;137
10996;141
10997;147
10998;159
10999;159
11000;121
11001;170
11002;118
11003;142
11004;169
11005;148
11006;131
11007;142
11008;141
11009;161
11010;141
11011;132
11012;163
11013;195
11014;143
11015;135
11016;135
11017;148
11018;137
11019;163
11020;183
11021;157
11022;149
11023;161
11024;167
11025;130
11026;141
11027;162
11028;205
11029;185
11030;159
11031;144
11032;136
11033;162
11034;150
11035;134
11036;187
11037;149
11038;156
11039;113
11040;91
11041;114
11042;97
11043;93
11044;148
11045;167
11046;158
11047;110
11048;118
11049;102
11050;179
11051;193
11052;140
11053;231
11054;182
11055;143
11056;170
11057;234
11058;208
11059;181
11060;181
11061;137
11062;168
11063;111
11064;141
11065;141
11066;135
11067;180
11068;123
11069;110
11070;168
11071;168
11072;147
11073;168
11074;158
11075;162
11076;134
11077;134
11078;134
11079;178
11080;132
11081;127
11082;148
11083;129
11084;139
11085;138
11086;179
11087;146
11088;156
11089;153
11090;152
11091;152
11092;155
11093;189
11094;185
11095;135
11096;157
11097;165
11098;145
11099;127
11100;184
11101;165
11102;190
11103;150
11104;213
11105;146
11106;141
11107;203
11108;112
11109;172
11110;148
11111;148
11112;191
11113;120
11114;146
11115;146
11116;146
11117;148
11118;131
11119;144
11120;165
11121;166
11122;175
11123;176
11124;152
11125;179
11126;145
11127;151
11128;145
11129;147
11130;150
11131;160
11132;160
11133;163
11134;131
11135;133
11136;144
11137;129
11138;160
11139;153
11140;156
11141;164
11142;164
11143;156
11144;158
11145;135
11146;135
11147;203
11148;166
11149;132
11150;137
11151;137
11152;200
11153;181
11154;141
11155;161
11156;139
11157;145
11158;148
11159;157
11160;145
11161;146
11162;164
11163;136
11164;160
11165;145
11166;145
11167;155
11168;176
11169;143
11170;159
11171;157
11172;132
11173;181
11174;164
11175;151
11176;144
11177;147
11178;147
11179;154
11180;128
11181;156
11182;156
11183;136
11184;178
11185;178
11186;154
11187;172
11188;129
11189;155
11190;175
11191;135
11192;141
11193;176
11194;159
11195;201
11196;210
11197;185
11198;145
11199;160
11200;138
11201;137
11202;163
11203;184
11204;191
11205;155
11206;183
11207;136
11208;153
11209;176
11210;113
11211;117
11212;113
11213;126
11214;129
11215;154
11216;132
11217;134
11218;124
11219;153
11220;142
11221;202
11222;156
11223;124
11224;142
11225;130
11226;104
11227;127
11228;117
11229;117
11230;162
11231;162
11232;159
11233;160
11234;136
11235;138
11236;186
11237;138
11238;156
11239;154
11240;150
11241;181
11242;133
11243;139
11244;155
11245;139
11246;118
11247;157
11248;144
11249;127
11250;127
11251;176
11252;161
11253;142
11254;111
11255;165
11256;158
11257;150
11258;147
11259;189
11260;228
11261;198
11262;168
11263;124
11264;126
11265;177
11266;132
11267;177
11268;140
11269;155
11270;207
11271;122
11272;167
11273;176
11274;130
11275;167
11276;181
11277;170
11278;140
11279;124
11280;176
11281;157
11282;189
11283;140
11284;129
11285;148
11286;161
11287;128
11288;173
11289;118
11290;118
11291;154
11292;188
11293;188
11294;165
11295;119
11296;147
11297;126
11298;119
11299;166
11300;131
11301;106
11302;154
11303;171
11304;145
11305;202
11306;106
11307;99
11308;93
11309;152
11310;131
11311;160
11312;148
11313;123
11314;158
11315;144
11316;139
11317;193
11318;119
11319;128
11320;172
11321;144
11322;183
11323;142
11324;142
11325;141
11326;138
11327;117
11328;115
11329;139
11330;124
11331;121
11332;178
11333;168
11334;148
11335;148
11336;104
11337;141
11338;163
11339;212
11340;188
11341;168
11342;199
11343;179
11344;233
11345;162
11346;148
11347;103
11348;131
11349;167
11350;119
11351;94
11352;85
11353;148
11354;148
11355;146
11356;85
11357;153
11358;109
11359;125
11360;151
11361;138
11362;180
11363;143
11364;161
11365;117
11366;126
11367;89
11368;132
11369;116
11370;132
11371;164
11372;116
11373;163
11374;124
11375;137
11376;181
11377;129
11378;156
11379;173
11380;123
11381;125
11382;175
11383;125
11384;155
11385;158
11386;155
11387;145
11388;186
11389;186
11390;200
11391;161
11392;181
11393;129
11394;129
11395;109
11396;197
11397;130
11398;130
11399;169
11400;144
11401;159
11402;131
11403;114
11404;161
11405;161
11406;150
11407;137
11408;135
11409;131
11410;157
11411;167
11412;135
11413;135
11414;141
11415;207
11416;192
11417;162
11418;137
11419;121
11420;171
11421;116
11422;116
11423;162
11424;177
11425;93
11426;212
11427;163
11428;146
11429;179
11430;208
11431;232
11432;221
11433;188
11434;227
11435;234
11436;166
11437;144
11438;165
11439;125
11440;184
11441;182
11442;137
11443;98
11444;145
11445;164
11446;154
11447;158
11448;158
11449;152
11450;143
11451;141
11452;136
11453;139
11454;134
11455;158
11456;159
11457;118
11458;136
11459;183
11460;123
11461;111
11462;178
11463;155
11464;114
11465;171
11466;107
11467;120
11468;126
11469;169
11470;142
11471;124
11472;118
11473;142
11474;134
11475;128
11476;135
11477;140
11478;132
11479;127
11480;140
11481;128
11482;154
11483;163
11484;157
11485;210
11486;150
11487;179
11488;138
11489;138
11490;165
11491;163
11492;166
11493;221
11494;185
11495;199
11496;172
11497;172
11498;198
11499;165
11500;153
11501;168
11502;149
11503;165
11504;186
11505;154
11506;121
11507;159
11508;153
11509;164
11510;122
11511;122
11512;79
11513;88
11514;125
11515;165
11516;166
11517;233
11518;206
11519;177
11520;206
11521;149
11522;149
11523;168
11524;104
11525;149
11526;229
11527;218
11528;173
11529;134
11530;115
11531;136
11532;188
11533;147
11534;115
11535;135
11536;166
11537;148
11538;163
11539;127
11540;133
11541;183
11542;140
11543;140
11544;190
11545;139
11546;137
11547;146
11548;129
11549;141
11550;162
11551;154
11552;154
11553;110
11554;162
11555;162
11556;115
11557;128
11558;119
11559;193
11560;202
11561;190
11562;134
11563;129
11564;105
11565;189
11566;126
11567;141
11568;117
11569;131
11570;98
11571;160
11572;95
11573;118
11574;130
11575;164
11576;126
11577;203
11578;159
11579;162
11580;159
11581;162
11582;189
11583;155
11584;197
11585;198
11586;148
11587;174
11588;196
11589;190
11590;162
11591;156
11592;175
11593;190
11594;212
11595;194
11596;183
11597;198
11598;189
11599;183
11600;163
11601;169
11602;169
11603;180
11604;164
11605;168
11606;163
11607;198
11608;146
11609;230
11610;185
11611;118
11612;133
11613;209
11614;122
11615;202
11616;133
11617;136
11618;136
11619;181
11620;154
11621;180
11622;181
11623;167
11624;165
11625;189
11626;142
11627;173
11628;154
11629;142
11630;185
11631;159
11632;160
11633;151
11634;153
11635;153
11636;152
11637;136
11638;171
11639;171
11640;143
11641;200
11642;161
11643;164
11644;113
11645;141
11646;213
11647;137
11648;199
11649;188
11650;115
11651;198
11652;142
11653;196
11654;108
11655;125
11656;187
11657;144
11658;144
11659;182
11660;182
11661;142
11662;125
11663;172
11664;180
11665;153
11666;154
11667;154
11668;172
11669;156
11670;178
11671;171
11672;148
11673;150
11674;136
11675;179
11676;163
11677;171
11678;183
11679;163
11680;225
11681;160
11682;167
11683;188
11684;148
11685;195
11686;152
11687;175
11688;185
11689;104
11690;120
11691;137
11692;153
11693;197
11694;146
11695;211
11696;150
11697;151
11698;191
11699;141
11700;163
11701;162
11702;140
11703;152
11704;160
11705;151
11706;151
11707;116
11708;90
11709;103
11710;118
11711;105
11712;94
11713;109
11714;110
11715;95
11716;111
11717;92
11718;108
11719;99
11720;84
11721;69
11722;84
11723;60
11724;0
11725;0
11726;0
11727;3
11728;139
11729;131
11730;79
11731;67
11732;100
11733;92
11734;92
11735;153
11736;115
11737;115
11738;116
11739;113
11740;133
11741;122
11742;143
11743;115
11744;127
11745;130
11746;130
11747;141
11748;118
11749;109
11750;122
11751;139
11752;128
11753;140
11754;195
11755;161
11756;161
11757;181
11758;123
11759;104
11760;172
11761;152
11762;136
11763;139
11764;139
11765;111
11766;128
11767;156
11768;112
11769;116
11770;151
11771;128
11772;177
11773;143
11774;144
11775;190
11776;189
11777;187
11778;174
11779;213
11780;162
11781;167
11782;138
11783;143
11784;149
11785;147
11786;133
11787;201
11788;226
11789;208
11790;131
11791;145
11792;138
11793;180
11794;124
11795;145
11796;175
11797;124
11798;191
11799;130
11800;179
11801;126
11802;145
11803;168
11804;148
11805;152
11806;171
11807;136
11808;142
11809;130
11810;165
11811;116
11812;141
11813;124
11814;141
11815;129
11816;169
11817;155
11818;126
11819;127
11820;122
11821;121
11822;167
11823;136
11824;117
11825;145
11826;181
11827;122
11828;127
11829;120
11830;204
11831;132
11832;127
11833;134
11834;148
11835;135
11836;147
11837;159
11838;172
11839;179
11840;162
11841;168
11842;184
11843;171
11844;171
11845;156
11846;164
11847;168
11848;173
11849;154
11850;189
11851;182
11852;172
11853;186
11854;165
11855;179
11856;172
11857;171
11858;174
11859;165
11860;182
11861;157
11862;146
11863;202
11864;173
11865;163
11866;196
11867;165
11868;153
11869;186
11870;124
11871;196
11872;109
11873;210
11874;187
11875;158
11876;180
11877;164
11878;189
11879;189
11880;158
11881;163
11882;185
11883;175
11884;202
11885;199
11886;219
11887;191
11888;187
11889;173
11890;182
11891;208
11892;158
11893;178
11894;199
11895;183
11896;166
11897;186
11898;189
11899;162
11900;203
11901;174
11902;176
11903;181
11904;176
11905;139
11906;182
11907;190
11908;206
11909;176
11910;182
11911;163
11912;176
11913;117
11914;242
11915;223
11916;158
11917;158
11918;156
11919;209
11920;139
11921;194
11922;161
11923;213
11924;213
11925;194
11926;257
11927;193
11928;188
11929;154
11930;238
11931;162
11932;191
11933;166
11934;170
11935;179
11936;198
11937;200
11938;200
11939;189
11940;172
11941;180
11942;179
11943;147
11944;214
11945;149
11946;207
11947;162
11948;188
11949;172
11950;189
11951;209
11952;182
11953;202
11954;174
11955;188
11956;174
11957;174
11958;113
11959;148
11960;167
11961;155
11962;168
11963;168
11964;205
11965;122
11966;178
11967;195
11968;164
11969;153
11970;155
11971;147
11972;185
11973;145
11974;202
11975;172
11976;167
11977;190
11978;165
11979;136
11980;163
11981;106
11982;190
11983;170
11984;160
11985;129
11986;159
11987;152
11988;152
11989;140
11990;210
11991;147
11992;125
11993;119
11994;169
11995;182
11996;182
11997;224
11998;161
11999;139
12000;195
12001;109
12002;148
12003;185
12004;102
12005;135
12006;75
12007;121
12008;129
12009;55
12010;13
12011;33
12012;55
12013;54
12014;49
12015;32
12016;9
12017;9
12018;8
12019;8
12020;3
12021;3
12022;3
12023;3
12024;2
12025;2
12026;2
12027;2
12028;83
12029;49
12030;126
12031;232
12032;188
12033;112
12034;100
12035;94
12036;37
12037;0
12038;0
12039;0
12040;46
12041;105
12042;61
12043;67
12044;72
12045;88
12046;112
12047;112
12048;124
12049;127
12050;100
12051;179
12052;157
12053;103
12054;115
12055;116
12056;172
12057;112
12058;135
12059;128
12060;102
12061;118
12062;137
12063;116
12064;138
12065;105
12066;120
12067;117
12068;120
12069;118
12070;118
12071;130
12072;104
12073;133
12074;125
12075;127
12076;125
12077;199
12078;182
12079;151
12080;147
12081;152
12082;127
12083;97
12084;143
12085;158
12086;167
12087;173
12088;206
12089;175
12090;135
12091;147
12092;147
12093;156
12094;162
12095;180
12096;160
12097;145
12098;121
12099;174
12100;154
12101;154
12102;151
12103;146
12104;146
12105;143
12106;157
12107;148
12108;148
12109;139
12110;147
12111;152
12112;143
12113;154
12114;123
12115;140
12116;185
12117;151
12118;126
12119;149
12120;143
12121;139
12122;212
12123;205
12124;187
12125;166
12126;157
12127;167
12128;140
12129;113
12130;122
12131;128
12132;128
12133;168
12134;222
12135;146
12136;183
12137;183
12138;216
12139;161
12140;117
12141;187
12142;157
12143;155
12144;151
12145;154
12146;150
12147;150
12148;141
12149;140
12150;142
12151;150
12152;130
12153;140
12154;125
12155;144
12156;144
12157;128
12158;141
12159;130
12160;145
12161;137
12162;120
12163;126
12164;175
12165;120
12166;131
12167;130
12168;106
12169;148
12170;145
12171;215
12172;147
12173;130
12174;130
12175;149
12176;189
12177;148
12178;146
12179;136
12180;186
12181;163
12182;133
12183;123
12184;152
12185;179
12186;147
12187;147
12188;165
12189;147
12190;147
12191;121
12192;165
12193;129
12194;142
12195;165
12196;134
12197;135
12198;122
12199;173
12200;131
12201;133
12202;170
12203;144
12204;130
12205;125
12206;143
12207;128
12208;129
12209;131
12210;125
12211;131
12212;130
12213;119
12214;119
12215;127
12216;150
12217;150
12218;149
12219;165
12220;150
12221;137
12222;140
12223;134
12224;144
12225;180
12226;136
12227;174
12228;139
12229;151
12230;129
12231;129
12232;167
12233;123
12234;126
12235;155
12236;155
12237;155
12238;152
12239;135
12240;139
12241;135
12242;166
12243;171
12244;142
12245;135
12246;109
12247;156
12248;149
12249;129
12250;189
12251;151
12252;134
12253;127
12254;144
12255;210
12256;190
12257;164
12258;164
12259;117
12260;154
12261;132
12262;94
12263;130
12264;145
12265;135
12266;135
12267;102
12268;179
12269;136
12270;112
12271;149
12272;131
12273;109
12274;192
12275;187
12276;146
12277;171
12278;140
12279;141
12280;132
12281;139
12282;139
12283;114
12284;171
12285;134
12286;124
12287;130
12288;141
12289;158
12290;150
12291;169
12292;169
12293;160
12294;175
12295;175
12296;163
12297;193
12298;191
12299;206
12300;206
12301;200
12302;186
12303;209
12304;209
12305;201
12306;214
12307;200
12308;195
12309;191
12310;191
12311;183
12312;162
12313;204
12314;186
12315;185
12316;205
12317;166
12318;176
12319;177
12320;176
12321;160
12322;181
12323;194
12324;187
12325;148
12326;180
12327;187
12328;180
12329;178
12330;183
12331;202
12332;207
12333;207
12334;199
12335;196
12336;208
12337;204
12338;202
12339;222
12340;177
12341;205
12342;185
12343;231
12344;196
12345;165
12346;164
12347;208
12348;208
12349;230
12350;183
12351;195
12352;197
12353;224
12354;185
12355;204
12356;178
12357;164
12358;189
12359;191
12360;202
12361;174
12362;175
12363;181
12364;230
12365;148
12366;203
12367;203
12368;190
12369;170
12370;184
12371;184
12372;170
12373;167
12374;209
12375;132
12376;233
12377;157
12378;198
12379;151
12380;148
12381;129
12382;211
12383;179
12384;145
12385;199
12386;175
12387;149
12388;140
12389;181
12390;168
12391;223
12392;154
12393;171
12394;153
12395;204
12396;204
12397;139
12398;155
12399;186
12400;186
12401;181
12402;231
12403;147
12404;220
12405;205
12406;177
12407;179
12408;185
12409;162
12410;193
12411;168
12412;165
12413;174
12414;187
12415;177
12416;200
12417;190
12418;190
12419;200
12420;169
12421;202
12422;199
12423;173
12424;193
12425;215
12426;206
12427;161
12428;193
12429;182
12430;230
12431;188
12432;161
12433;226
12434;175
12435;227
12436;153
12437;150
12438;154
12439;179
12440;181
12441;212
12442;236
12443;222
12444;158
12445;138
12446;212
12447;151
12448;153
12449;157
12450;163
12451;160
12452;169
12453;172
12454;114
12455;154
12456;130
12457;188
12458;151
12459;160
12460;160
12461;179
12462;179
12463;249
12464;172
12465;142
12466;209
12467;189
12468;176
12469;184
12470;175
12471;165
12472;169
12473;169
12474;157
12475;169
12476;180
12477;165
12478;165
12479;181
12480;182
12481;181
12482;161
12483;179
12484;186
12485;165
12486;160
12487;186
12488;155
12489;155
12490;187
12491;186
12492;176
12493;153
12494;182
12495;176
12496;154
12497;166
12498;217
12499;179
12500;155
12501;182
12502;194
12503;166
12504;227
12505;167
12506;152
12507;152
12508;237
12509;132
12510;198
12511;218
12512;182
12513;201
12514;200
12515;200
12516;239
12517;263
12518;208
12519;262
12520;209
12521;121
12522;222
12523;207
12524;223
12525;243
12526;158
12527;127
12528;153
12529;178
12530;133
12531;150
12532;145
12533;185
12534;157
12535;158
12536;137
12537;144
12538;117
12539;91
12540;146
12541;90
12542;113
12543;118
12544;118
12545;105
12546;120
12547;117
12548;104
12549;104
12550;104
12551;70
12552;52
12553;60
12554;53
12555;57
12556;66
12557;44
12558;51
12559;62
12560;62
12561;66
12562;53
12563;40
12564;48
12565;44
12566;44
12567;73
12568;137
12569;115
12570;154
12571;94
12572;124
12573;59
12574;39
12575;31
12576;15
12577;10
12578;12
12579;0
12580;0
12581;0
12582;0
12583;0
12584;0
12585;0
12586;0
12587;0
12588;0
12589;0
12590;0
12591;0
